genres,release_date,horas
"['Action', 'Free to Play', 'Indie']",2016,2182.0
"['Adventure', 'Indie']",2016,7679.0
"['RPG', 'Strategy']",2016,0.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,5741.0
"['Adventure', 'Indie', 'RPG']",2016,1386.0
"['Adventure', 'Indie', 'RPG']",2016,1402.0
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015,2018.0
"['Casual', 'Free to Play', 'Indie']",2014,257.0
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2016,477218.0
"['Action', 'Adventure', 'Casual']",2016,428.0
['Strategy'],2016,107.0
"['Action', 'Indie', 'Simulation']",2016,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,7680.0
['Strategy'],2016,78420.0
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,0.0
"['Action', 'Casual', 'Free to Play', 'Indie']",1999,635875.0
"['Action', 'Indie']",2016,3507.0
"['Casual', 'Indie', 'RPG', 'Simulation']",2016,6854.0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,11283.0
"['Indie', 'Racing', 'Simulation', 'Sports']",2016,45.0
['RPG'],2016,0.0
"['Adventure', 'Casual', 'Strategy']",2015,1801.0
"['Casual', 'Free to Play', 'Massively Multiplayer', 'Sports', 'Strategy']",2016,1293.0
"['Casual', 'Indie', 'RPG', 'Simulation']",2016,199.0
"['Action', 'Indie', 'Simulation', 'Strategy']",2016,8852.0
"['Adventure', 'Indie']",2016,181577.0
"['Action', 'Adventure']",2016,138099.0
"['Education', 'Software Training']",2010,0.0
['Education'],2016,0.0
"['Action', 'Indie']",2016,9.0
"['Adventure', 'Casual', 'Indie']",2016,453.0
['Indie'],2016,0.0
"['Action', 'Adventure', 'Indie', 'Simulation']",2016,113.0
['Education'],2010,9.0
"['Adventure', 'Indie', 'Racing']",2016,486.0
"['Action', 'Indie', 'Early Access']",2016,1424.0
"['Action', 'Adventure', 'Casual']",2016,109147.0
"['Action', 'Indie', 'Early Access']",2016,0.0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,18289.0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016,38251.0
"['Adventure', 'Indie', 'RPG']",2016,0.0
"['Action', 'Casual']",2016,21746.0
['RPG'],2016,986.0
"['Action', 'Indie', 'Early Access']",2016,1036.0
['RPG'],2016,25396.0
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,27.0
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2016,1029.0
"['Action', 'Adventure', 'Indie']",2016,834.0
['Indie'],2016,21.0
"['Action', 'Casual', 'Indie']",2016,2644.0
['Adventure'],2016,82.0
"['RPG', 'Strategy']",2016,65.0
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,3474.0
['Casual'],2016,211.0
"['Action', 'Indie', 'Strategy']",2016,8297.0
"['Action', 'Adventure', 'Indie']",2012,0.0
"['Adventure', 'Indie']",2016,1428.0
"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2016,649.0
"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",2016,3176.0
"['Adventure', 'Indie']",2016,2590.0
['Action'],2004,3922.0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",2016,21975.0
"['Action', 'Adventure']",2016,3159.0
"['Adventure', 'Indie']",2016,31.0
"['Action', 'Indie']",2016,14651.0
"['Action', 'Adventure']",2016,0.0
"['Adventure', 'Casual']",2016,100.0
"['Adventure', 'Indie', 'Early Access']",2016,60.0
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,14389.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,5676.0
"['Adventure', 'Casual', 'Indie']",2016,755.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",2016,0.0
['Indie'],2016,0.0
"['Action', 'Indie', 'Early Access']",2016,1946.0
"['Adventure', 'Indie', 'Strategy']",2016,2195.0
"['Action', 'Indie', 'RPG']",2016,3529.0
['Strategy'],2016,2882.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,25.0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",2016,5367.0
"['Adventure', 'Casual', 'Indie']",2016,0.0
"['Action', 'Indie']",2016,679.0
"['Action', 'Indie']",2016,3256.0
"['Casual', 'Simulation']",2016,13239.0
"['Adventure', 'Casual', 'Indie']",2016,4177.0
"['Action', 'Casual', 'Indie', 'Strategy']",2016,3308.0
"['Adventure', 'Casual']",2016,14189.0
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Video Production']",2016,641.0
"['Action', 'Indie']",2016,13130.0
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,5099.0
"['Action', 'Adventure', 'Free to Play', 'Indie']",2016,3319.0
"['Adventure', 'Casual', 'Indie']",2016,2884.0
"['Adventure', 'Indie']",2016,33726.0
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,0.0
"['Action', 'Casual', 'Indie']",2016,251.0
['Action'],2016,801048.0
"['Action', 'Indie']",2016,1624.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2016,1670.0
"['Casual', 'Indie']",2016,3352.0
"['Action', 'Indie', 'Racing']",2016,670.0
"['Casual', 'Indie', 'Strategy']",2016,3028.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2016,1370.0
"['Action', 'Racing']",2016,6240.0
"['Adventure', 'Indie', 'RPG']",2016,18070.0
"['Casual', 'Indie']",2016,8013.0
"['Adventure', 'Casual', 'Indie', 'Early Access']",2016,0.0
"['Adventure', 'Casual', 'Indie']",2016,0.0
['Casual'],2016,90.0
"['Adventure', 'Indie']",2016,292.0
['Casual'],2016,236.0
"['Adventure', 'Indie', 'Simulation']",2016,9354.0
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2016,46503.0
"['Action', 'Indie']",2016,317.0
"['Casual', 'Indie']",2016,27.0
"['Action', 'Adventure', 'Massively Multiplayer', 'Early Access']",2016,2444779.0
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,22175.0
['RPG'],2016,2144.0
['Sports'],2016,0.0
['Action'],2016,4933.0
['Indie'],2016,1223.0
"['Adventure', 'Casual']",2016,4233.0
"['Casual', 'Indie', 'Simulation']",2016,4314.0
"['Indie', 'Simulation', 'Strategy']",2016,185.0
"['Action', 'Casual']",2016,0.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2016,1403598.0
"['Action', 'Indie', 'RPG']",2016,14295.0
['Adventure'],2016,205300.0
"['Action', 'Casual', 'Indie']",2016,261.0
"['Animation &amp; Modeling', 'Design &amp; Illustration']",2016,28166.0
"['Indie', 'Racing', 'Simulation', 'Sports']",2016,3538.0
"['Casual', 'Indie', 'Strategy', 'Early Access']",2016,5003.0
"['Action', 'Indie']",2016,10.0
['Indie'],2016,2504.0
"['Action', 'Indie', 'RPG']",2016,3237.0
"['Action', 'Casual', 'Indie']",2016,553.0
['Strategy'],2016,2066.0
['Indie'],2016,104.0
"['Casual', 'Indie', 'Racing']",2016,68757.0
"['Adventure', 'Casual', 'Indie']",2016,1132.0
['Adventure'],2016,15.0
"['Action', 'Indie']",2016,0.0
"['Action', 'Casual', 'Indie', 'Simulation']",2016,164.0
['Simulation'],2016,415.0
"['Action', 'Casual', 'Indie']",2016,37741.0
"['Action', 'Adventure', 'Indie']",2016,20223.0
['Strategy'],2016,7945.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,16040.0
"['Adventure', 'Indie']",2016,595.0
"['Action', 'Adventure']",2016,1466.0
"['Animation &amp; Modeling', 'Video Production']",2016,55.0
"['Action', 'Indie', 'Simulation', 'Strategy']",2016,17648.0
['Massively Multiplayer'],2016,7999.0
"['Indie', 'Racing']",2016,2515.0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2016,852.0
['RPG'],2016,113335.0
['RPG'],2016,3695.0
"['Casual', 'Indie']",2016,85.0
"['Simulation', 'Strategy']",2016,9302.0
"['Action', 'Simulation']",2016,0.0
"['Action', 'Casual', 'Indie']",2016,6111.0
"['Action', 'Indie']",2016,105.0
"['Action', 'Indie']",2016,2444.0
"['Action', 'Adventure', 'Indie', 'Simulation']",2016,3977.0
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,482462.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,2533.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,119.0
"['Indie', 'RPG', 'Strategy', 'Early Access']",2016,7814.0
"['Casual', 'Indie', 'Simulation']",2016,9142.0
"['Adventure', 'Indie']",2016,0.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",2016,3481.0
"['Adventure', 'Indie', 'Early Access']",2016,589.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2016,1419.0
"['Indie', 'Simulation', 'Strategy']",2016,4603.0
['Action'],2016,6386.0
"['Action', 'Indie']",2016,0.0
"['Action', 'Adventure', 'Indie']",2016,1506.0
"['Action', 'Indie']",2016,337002.0
"['Casual', 'Indie', 'Strategy']",2016,1569.0
"['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",2016,5201.0
['Casual'],2016,5630.0
['Indie'],2016,0.0
"['Adventure', 'Indie', 'RPG']",2016,1289.0
"['Action', 'Adventure', 'Indie']",2016,1690.0
"['Action', 'Adventure', 'Indie']",2016,2153.0
"['Adventure', 'Indie']",2016,2182.0
"['Action', 'Adventure', 'Indie', 'Racing']",2016,5198.0
"['Action', 'Indie']",2016,473.0
"['Adventure', 'Indie', 'Simulation']",2016,0.0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,1396.0
"['Action', 'Indie']",2016,2829.0
"['Action', 'Indie']",2016,23821.0
['Strategy'],2003,0.0
['Simulation'],2016,82.0
['Simulation'],2016,966.0
['Casual'],2016,0.0
"['Indie', 'RPG', 'Strategy']",2015,17654.0
['Casual'],2016,0.0
"['Free to Play', 'Indie', 'RPG', 'Simulation']",2016,11980.0
"['Action', 'Casual', 'Indie']",2016,8.0
"['Action', 'Casual', 'Indie']",2016,138.0
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,828.0
"['Adventure', 'Casual', 'Indie']",2016,48.0
"['Action', 'Adventure', 'RPG']",2016,5557313.0
"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016,137.0
"['Free to Play', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,2306.0
['Strategy'],2016,3092.0
['RPG'],2016,7767.0
"['Action', 'Adventure', 'Indie']",2016,4213.0
"['Casual', 'Simulation', 'Strategy']",2016,0.0
"['Indie', 'Racing']",2016,5492.0
"['Action', 'Adventure', 'Indie']",2015,4125.0
"['Action', 'Simulation', 'Sports']",2016,75195.0
"['Adventure', 'Indie']",2016,8213.0
"['Casual', 'Indie']",2015,5117.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2016,15542.0
['Casual'],2016,0.0
"['Action', 'Adventure']",2016,28.0
['Casual'],2016,0.0
['Action'],2016,462312.0
"['Action', 'Casual', 'Indie']",2016,1160.0
"['Adventure', 'Indie']",2016,3515.0
"['Action', 'Indie', 'Simulation']",2016,2614.0
"['Casual', 'Indie']",2016,4547.0
"['Action', 'Adventure', 'Indie']",2016,321.0
"['Indie', 'RPG', 'Strategy']",2016,139288.0
"['Action', 'Indie', 'Strategy', 'Early Access']",2016,7548.0
"['Action', 'Casual', 'Indie', 'Simulation']",2016,9057.0
"['Casual', 'Indie', 'RPG', 'Strategy']",2016,5169.0
"['Casual', 'Indie', 'Simulation']",2016,3202.0
['Casual'],2016,4115.0
"['Action', 'Indie', 'Strategy']",2016,0.0
"['Indie', 'Simulation']",2016,3.0
['Adventure'],2016,89.0
"['Action', 'Casual', 'Indie', 'Strategy']",2016,279.0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",2016,23459.0
"['Adventure', 'Indie', 'RPG']",2016,18681.0
"['Free to Play', 'RPG']",2016,4119.0
"['Casual', 'Indie']",2016,258.0
"['Action', 'Casual', 'Indie']",2016,133763.0
"['Adventure', 'Casual', 'Indie']",2016,0.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,0.0
"['Free to Play', 'Indie', 'Strategy']",2016,1412.0
"['Adventure', 'Indie', 'RPG']",2016,963.0
"['Adventure', 'Indie']",2016,0.0
"['Adventure', 'Indie']",2016,46.0
"['Adventure', 'Indie', 'RPG']",2016,3351.0
"['Action', 'Indie']",2016,12439.0
"['Action', 'Adventure', 'Indie']",2016,642.0
"['Action', 'Indie', 'RPG']",2016,300.0
['Animation &amp; Modeling'],2016,3135.0
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,7045.0
"['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Strategy']",2016,936.0
['Design &amp; Illustration'],2016,14.0
"['Adventure', 'Casual', 'Indie']",2016,3970.0
"['Adventure', 'Casual', 'Indie']",2016,795.0
"['Action', 'Casual', 'Indie']",2016,3628.0
"['Indie', 'Simulation', 'Strategy']",2016,596.0
"['Free to Play', 'Indie', 'Simulation', 'Early Access']",2016,105572.0
['Casual'],2016,9017.0
"['Action', 'Indie']",2016,886.0
"['Action', 'Casual', 'Indie']",2016,22942.0
"['Indie', 'Strategy']",2016,6038.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2016,2746.0
"['Action', 'Adventure', 'Indie', 'Early Access']",2016,1193.0
['Indie'],2016,568.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,2764350.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,0.0
"['Adventure', 'Indie', 'RPG']",2016,1623.0
"['Adventure', 'Indie', 'RPG']",2013,1912.0
"['Action', 'Adventure', 'Indie']",2016,8.0
"['Adventure', 'Indie', 'Simulation', 'Early Access']",2016,8.0
"['Action', 'Racing']",2014,2791.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,188515.0
"['Action', 'Adventure', 'Indie']",2016,1647.0
"['Adventure', 'Indie']",2016,0.0
['Action'],2016,2136.0
['Action'],2016,1.0
"['Action', 'Adventure', 'Indie']",2016,630.0
"['Action', 'Indie', 'Racing']",2016,3030.0
"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",2016,6977.0
"['Casual', 'Indie']",2016,1825.0
"['Casual', 'RPG', 'Simulation']",2016,6766.0
"['Indie', 'Strategy']",2016,293.0
"['Action', 'Indie', 'Sports', 'Early Access']",2016,0.0
"['Adventure', 'Indie']",2015,10562.0
['Indie'],2016,373.0
"['Action', 'Casual', 'Indie']",2016,50442.0
"['Strategy', 'Early Access']",2016,45.0
"['Action', 'Indie', 'RPG']",2016,1643.0
"['Action', 'Adventure', 'Indie']",2016,4499.0
"['Action', 'Indie']",2016,634.0
"['Action', 'Adventure']",2015,58.0
"['Casual', 'Free to Play', 'Indie']",2016,7878.0
"['Indie', 'Simulation', 'Strategy']",2016,581.0
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2016,90.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,2098.0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2016,2761.0
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",2016,21677.0
"['Indie', 'Simulation', 'Strategy']",2016,7933.0
['Casual'],2016,0.0
"['Action', 'Casual', 'Indie', 'Strategy']",2016,8961.0
"['Simulation', 'Strategy']",2016,15931.0
"['Indie', 'Early Access']",2016,84.0
"['Action', 'Free to Play', 'Indie']",2016,635.0
"['Action', 'Adventure', 'Indie', 'Early Access']",2016,1890.0
"['Casual', 'Free to Play', 'Simulation']",2016,21130.0
"['Action', 'Casual', 'Indie', 'Racing']",2016,4393.0
"['Action', 'Adventure', 'RPG']",2016,8059.0
"['Indie', 'Simulation', 'Strategy']",2016,0.0
"['Action', 'Adventure', 'Indie', 'Early Access']",2016,141.0
['Action'],2016,1663.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,17339.0
"['Action', 'Indie', 'Early Access']",2016,107.0
"['Casual', 'Free to Play', 'Indie']",2016,897.0
['Action'],2016,498.0
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",2016,522.0
['Adventure'],2016,7527.0
"['Action', 'Adventure', 'Indie', 'Racing', 'Early Access']",2016,163.0
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,0.0
"['Action', 'Adventure', 'Indie']",2016,13872.0
"['Action', 'Indie', 'Racing']",2016,893.0
"['Action', 'Casual', 'Indie']",2016,737.0
['Casual'],2016,349.0
"['Indie', 'Strategy']",2015,5667.0
['Action'],2016,60.0
"['Indie', 'Simulation']",2016,411.0
['Action'],2016,14.0
['Action'],2016,203.0
['Action'],2016,11453.0
['Casual'],2016,3026.0
['Casual'],2016,7551.0
"['Casual', 'Indie', 'Strategy']",2017,11409.0
"['Action', 'Adventure', 'Indie']",2016,10594.0
"['Adventure', 'Indie', 'Simulation', 'Early Access']",2016,32758.0
"['Indie', 'RPG', 'Strategy']",2016,10003.0
"['Adventure', 'Indie', 'RPG']",2016,108.0
"['Casual', 'Indie']",2016,1386.0
"['Adventure', 'Indie', 'RPG']",2016,183.0
"['Indie', 'Simulation', 'Strategy']",2016,50307.0
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2016,7001.0
['Casual'],2016,6127.0
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,1056.0
"['Indie', 'Strategy']",2016,6755.0
['Strategy'],2016,262.0
"['Action', 'Indie', 'Massively Multiplayer']",2015,0.0
"['Action', 'Strategy']",2016,25.0
"['Action', 'Adventure', 'Indie']",2016,1166.0
"['Action', 'Casual', 'Indie']",2016,969.0
"['Casual', 'Free to Play', 'Simulation']",2016,8825.0
"['Casual', 'Indie']",2016,5462.0
"['Action', 'Indie']",2016,0.0
"['Action', 'Indie']",2016,25.0
"['Adventure', 'Indie', 'RPG']",2016,14655.0
"['Action', 'Indie']",2016,358.0
"['Adventure', 'Casual', 'Indie']",2016,11795.0
"['Casual', 'Free to Play', 'Indie', 'Strategy']",2016,200.0
"['Action', 'Indie']",2016,8181.0
"['Action', 'Adventure', 'Indie']",2016,398.0
"['Adventure', 'Casual', 'Indie']",2016,71946.0
"['RPG', 'Strategy']",2016,26109.0
['Free to Play'],2016,2487.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,434.0
"['Adventure', 'Indie']",2016,461.0
['Action'],2016,49493.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2008,2501.0
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",2016,1969.0
"['Action', 'Indie', 'Strategy']",2016,4283.0
"['Action', 'Casual']",2016,250.0
"['Action', 'Adventure', 'Casual']",2016,3289.0
"['Adventure', 'Indie']",2016,3603.0
"['Action', 'Casual', 'Indie', 'Simulation']",2016,14099.0
['Adventure'],2016,31630.0
['Sports'],2016,227.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Apr 2016,5405.0
"['Casual', 'Indie', 'Strategy']",2016,7939.0
"['Action', 'Massively Multiplayer']",2016,2633.0
"['Indie', 'Simulation', 'Strategy']",2016,163347.0
"['Indie', 'Strategy', 'Early Access']",2016,729.0
"['Action', 'Casual', 'Simulation']",2016,0.0
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2016,0.0
"['Indie', 'Simulation', 'Strategy']",2016,356.0
"['Adventure', 'Indie']",2016,0.0
"['Action', 'Adventure', 'Indie']",2016,0.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,1071.0
"['Action', 'Adventure', 'Indie']",2016,2917.0
"['Action', 'Casual']",2016,145.0
"['Adventure', 'Indie']",2016,0.0
"['Casual', 'Indie']",2016,4029.0
"['Action', 'Casual', 'Indie']",2016,1651.0
['Adventure'],2016,13555.0
"['Adventure', 'Casual', 'Indie']",2016,2654.0
"['Casual', 'RPG']",2011,11035.0
"['Adventure', 'Indie', 'RPG', 'Simulation']",2016,7923.0
"['Action', 'Casual', 'Indie']",2016,4581.0
"['Action', 'Indie', 'RPG', 'Early Access']",2016,1642.0
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,2924.0
"['Action', 'Indie']",2016,1930.0
"['Action', 'Indie']",2016,0.0
"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Early Access']",2016,6350.0
"['Adventure', 'Indie']",2016,3304.0
"['Action', 'Indie']",2016,0.0
"['Adventure', 'Indie']",2016,0.0
"['Casual', 'Indie']",2016,0.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",2016,9335.0
"['Action', 'Indie']",2016,3.0
['Action'],2016,904007.0
['Action'],2016,3184.0
"['Indie', 'Simulation', 'Early Access']",2016,26968.0
"['Action', 'Indie']",2016,741.0
"['Action', 'Adventure', 'Indie', 'Strategy']",2016,4274.0
"['Casual', 'Indie']",2016,4214.0
"['Action', 'Casual', 'Indie']",2016,764.0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",2016,94092.0
"['Casual', 'Free to Play', 'RPG']",2016,1914.0
"['Simulation', 'Strategy']",2016,2434.0
"['Action', 'Casual', 'Indie']",2016,713.0
"['Action', 'Adventure', 'Indie']",2016,12556.0
"['Adventure', 'Indie']",2016,112.0
"['Action', 'Casual', 'Indie']",2016,67540.0
"['Action', 'Indie', 'Racing', 'Early Access']",2016,178.0
"['Adventure', 'Indie', 'RPG']",2016,1571.0
"['Indie', 'RPG']",2016,2396.0
"['Adventure', 'Casual', 'Indie']",2016,413.0
"['Casual', 'Indie', 'Racing']",2016,18708.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2016,7137.0
"['Adventure', 'Indie']",2016,28.0
"['Action', 'Indie']",2016,302.0
['RPG'],2016,481730.0
"['Action', 'Indie']",2016,3465.0
"['Adventure', 'Casual']",2016,2973.0
"['Action', 'Indie']",2016,15764.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,743.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,5086.0
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,534.0
['Adventure'],2016,7285.0
"['Action', 'Adventure', 'Indie', 'RPG']",2016,18650.0
"['Casual', 'Indie', 'Strategy']",2014,16416.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,1952.0
"['Action', 'Casual', 'Indie']",2016,3326.0
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,0.0
"['Casual', 'Indie']",2016,174.0
"['Action', 'Adventure']",2016,103544.0
"['Action', 'Indie', 'RPG']",2016,100996.0
"['Indie', 'RPG', 'Strategy']",2016,6867.0
"['Action', 'Casual', 'Indie', 'Strategy']",2016,10123.0
"['Casual', 'Indie', 'Early Access']",2016,0.0
['Action'],2016,21.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2009,4737.0
"['Indie', 'Strategy']",2016,17611.0
"['Adventure', 'Strategy']",2016,721.0
"['Action', 'Indie']",2016,1369.0
"['Action', 'Indie', 'Strategy']",2016,756.0
"['Casual', 'Free to Play', 'Strategy']",2016,431.0
"['Action', 'Adventure', 'Indie']",2016,677.0
"['Action', 'Adventure', 'Indie', 'Racing', 'Sports', 'Strategy']",2016,2783.0
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,1086.0
"['Design &amp; Illustration', 'Photo Editing']",2016,502.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,4309.0
"['Action', 'Indie']",2016,1207.0
"['Action', 'Indie']",2016,2974.0
"['Action', 'Casual', 'Indie']",2016,58.0
"['Action', 'Indie', 'Strategy']",2011,662.0
"['Casual', 'Indie']",2016,341.0
['Simulation'],2016,5095.0
"['Adventure', 'Indie', 'Strategy']",2016,636.0
"['Free to Play', 'Massively Multiplayer', 'Strategy']",2016,8801.0
"['Indie', 'Simulation']",2016,451.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,2390.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",2016,2151.0
"['Action', 'Indie', 'Early Access']",2016,338.0
"['Simulation', 'Strategy']",2016,10.0
"['Action', 'Indie', 'RPG']",2015,262.0
"['Adventure', 'Casual', 'Indie']",2016,0.0
"['Casual', 'Indie']",2016,2219.0
"['Action', 'Indie']",2016,291.0
"['Adventure', 'Indie', 'Strategy']",2016,509.0
"['Indie', 'RPG', 'Strategy']",2016,32.0
"['Adventure', 'Casual', 'Indie']",2016,4.0
"['Casual', 'Indie']",2016,510152.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,0.0
"['Action', 'Adventure', 'Indie', 'RPG']",1999,0.0
"['Casual', 'Indie', 'Strategy']",2016,2507.0
"['Indie', 'RPG', 'Simulation', 'Strategy']",2016,12329.0
"['Casual', 'Indie']",2016,8834.0
"['Indie', 'RPG', 'Strategy']",2016,10640.0
"['Free to Play', 'Indie']",2016,27200.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,127.0
"['Adventure', 'Free to Play', 'Indie']",2016,230.0
['Indie'],2016,33806.0
"['Indie', 'Simulation', 'Strategy']",2016,0.0
['Simulation'],2016,4693.0
"['Adventure', 'Indie', 'Simulation']",2016,2242.0
"['Action', 'Indie']",2016,14786.0
"['Adventure', 'Casual', 'Indie']",2016,271.0
"['Indie', 'Simulation', 'Strategy']",2016,89209.0
"['Indie', 'Strategy']",2016,683.0
"['Indie', 'Strategy']",2016,6.0
"['Casual', 'Free to Play', 'Indie', 'Strategy']",2016,0.0
"['Action', 'Adventure', 'RPG']",2016,6625.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,1152.0
"['Indie', 'RPG', 'Strategy']",2016,639.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,16017.0
"['Adventure', 'Casual', 'Indie']",2016,2195.0
"['Adventure', 'Casual', 'Indie']",2016,201.0
['Indie'],2016,0.0
"['Casual', 'Indie']",2016,3450.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,2941.0
"['Casual', 'Indie']",2016,5414.0
"['Action', 'Adventure', 'Indie']",2016,6811.0
"['Action', 'Casual', 'Indie']",2016,11946.0
"['Action', 'Adventure', 'Casual', 'Indie']",2016,15527.0
"['Action', 'Indie']",2016,1378.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,7858.0
"['Action', 'Indie']",2016,3033.0
"['Casual', 'Indie']",2016,2094.0
['Adventure'],2016,155.0
"['Simulation', 'Strategy']",2015,0.0
"['Action', 'Casual', 'Indie', 'Simulation']",2016,1392.0
['Simulation'],2012,113.0
"['Action', 'Indie', 'Early Access']",2016,0.0
['Action'],2016,94.0
"['Action', 'Adventure', 'Indie']",2016,0.0
"['Casual', 'Indie', 'Strategy']",2016,640.0
"['Action', 'Adventure']",2016,3141.0
['Racing'],2016,214.0
"['Action', 'Indie']",2016,1618.0
"['Action', 'Casual', 'Indie']",2016,9.0
"['Casual', 'Indie']",2016,6308.0
"['Adventure', 'Indie', 'RPG']",2016,0.0
"['Action', 'Indie']",2016,35.0
"['Action', 'Casual']",2016,1093.0
"['Indie', 'Simulation']",2016,126.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",2016,3994.0
