año_posted,count,app_name
2013,1,Betrayer
2013,1,Divinity: Dragon Commander
2013,1,Assetto Corsa
2013,1,Divekick
2013,12,
2013,6,Electronic Super Joy
2013,1,SNOW
2013,2,
2013,7,Skullgirls
2013,1,Democracy 3
2013,1,Paranormal
2013,1,
2013,1,The Typing of The Dead: Overkill
2013,1,
2013,1,Portal 2 Sixense Perceptual Pack
2013,6,Burnout Paradise: The Ultimate Box
2013,7,Nether: Resurrected
2013,1,SimCity™ 4 Deluxe Edition
2013,1,Sniper Elite: Nazi Zombie Army 2
2013,1,Command & Conquer: Red Alert 3 - Uprising
2013,1,
2013,1,Omegalodon
2013,7,
2013,2,Kingdoms Rise
2013,2,Draw a Stickman: EPIC
2013,1,Iesabel
2013,1,Dysfunctional Systems: Learning to Manage Chaos
2013,19,Risk of Rain
2013,3,Dungeon of the Endless™
2013,7,LEGO® Marvel™ Super Heroes
2013,4,Battlefield: Bad Company™ 2
2013,5,Mass Effect 2
2013,3,Scribblenauts Unmasked: A DC Comics Adventure
2013,1,Forge Quest
2013,3,Overgrowth
2013,13,The Wolf Among Us
2013,3,Blockland
2013,1,Knock-knock
2013,4,How to Survive
2013,15,8BitMMO
2013,4,Super Amazing Wagon Adventure
2013,3,Paranautical Activity: Deluxe Atonement Edition
2013,1,Escape Goat
2013,9,
2013,3,Long Live The Queen
2013,1,Gimbal
2013,2,Slender: The Arrival
2013,1,SteamWorld Dig
2013,50,Rust
2013,2,Race The Sun
2013,1,Wrack
2013,1,Bus-Simulator 2012
2013,1,Pool Nation
2013,1,Cricket Revolution
2013,1,
2013,1,
2013,1,
2013,6,
2013,1,
2013,2,Bloody Trapland
2013,1,Talisman: Prologue
2013,2,Hearts of Iron III
2013,37,Just Cause 2: Multiplayer Mod
2013,1,Ballpoint Universe - Infinite
2013,2,Savant - Ascent
2013,1,3079 -- Block Action RPG
2013,1,Dead Sky
2013,1,Majesty 2
2013,25,The Walking Dead: Season 2
2013,1,Eryi's Action
2013,8,Half-Life: Before
2013,1,Broken Sword 5 - the Serpent's Curse
2013,1,Call of Duty: United Offensive
2013,3,Pixel Piracy
2013,7,
2013,2,RollerCoaster Tycoon® 3: Platinum
2013,1,The Graveyard
2013,2,Half-Life: Source
2013,5,
2013,3,X Rebirth
2013,1,FlatOut 2™
2013,1,Day of Defeat
2013,6,Day of Defeat: Source
2013,1,
2013,9,Poker Night at the Inventory
2013,1,Back to the Future: The Game
2013,1,
2013,5,Half-Life 2: Deathmatch
2013,1,Metal Drift
2013,2,The Secret of Monkey Island: Special Edition
2013,3,STAR WARS™ - Knights of the Old Republic™
2013,1,LEGO® Star Wars™ - The Complete Saga
2013,1,STAR WARS™: The Force Unleashed™ II
2013,4,Lord of the Rings: War in the North
2013,4,Assassin's Creed 2 Deluxe Edition
2013,1,Call of Juarez®: The Cartel
2013,2,
2013,1,eversion
2013,2,Arma 2
2013,20,Arma 2: Operation Arrowhead
2013,1,Pound of Ground
2013,4,Half-Life 2: Lost Coast
2013,1,Alpha Protocol™
2013,3,Napoleon: Total War™
2013,14,
2013,2,Peggle Deluxe
2013,3,Peggle Extreme
2013,1,Sniper: Ghost Warrior
2013,4,Sniper: Ghost Warrior 2
2013,1,
2013,4,Bad Rats: the Rats' Revenge
2013,9,Batman: Arkham Asylum Game of the Year Edition
2013,1,Defence Alliance 2
2013,22,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
2013,1,The Ball
2013,2,Dwarfs!?
2013,1,Trine Enchanted Edition
2013,8,Trine 2: Complete Story
2013,1,Half-Life Deathmatch: Source
2013,2,Evil Genius
2013,1,Aliens versus Predator Classic 2000
2013,3,Half-Life 2: Episode One
2013,5,Psychonauts
2013,1,Fallout: A Post Nuclear Role Playing Game
2013,1,Fallout 2: A Post Nuclear Role Playing Game
2013,1,Fallout Tactics: Brotherhood of Steel
2013,1,MDK 2
2013,2,Faerie Solitaire
2013,2,RUSH
2013,2,EDGE
2013,3,
2013,1,
2013,2,Sid Meier's Civilization® IV
2013,4,
2013,1,Sid Meier's Civilization® III Complete
2013,11,RIFT
2013,6,FINAL FANTASY VII
2013,3,FINAL FANTASY VIII
2013,1,Dungeon Siege III
2013,1,
2013,2,Nation Red
2013,17,Portal
2013,345,Garry's Mod
2013,1,Supreme Commander 2
2013,2,Machinarium
2013,12,Super Meat Boy
2013,1,Serious Sam HD: The First Encounter
2013,1,
2013,1,Serious Sam Classic: The Second Encounter
2013,9,
2013,4,Torchlight
2013,1,S.T.A.L.K.E.R.: Call of Pripyat
2013,2,Cargo! The Quest for Gravity
2013,2,Gratuitous Space Battles
2013,1,Half-Life 2: Episode Two
2013,1,Hamilton's Great Adventure
2013,8,
2013,1,Krater
2013,12,
2013,2,Call of Duty®: Black Ops
2013,18,Magicka
2013,7,
2013,13,
2013,810,Team Fortress 2
2013,4,
2013,5,GRID 2
2013,3,Secret of the Magic Crystals
2013,1,
2013,1,Fortix
2013,5,Company of Heroes - Legacy Edition
2013,3,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition"
2013,1,Devil May Cry 4
2013,1,Dead Rising® 2
2013,2,Ultra Street Fighter® IV
2013,3,Medieval II: Total War™
2013,1,Stronghold 3 Gold
2013,6,Stronghold Kingdoms
2013,5,Rome: Total War™ - Collection
2013,1,Dead Space™ 2
2013,5,Medal of Honor™
2013,2,Medieval II: Total War™ Kingdoms
2013,2,Dragon Age: Origins - Ultimate Edition
2013,1,Need For Speed: Hot Pursuit
2013,3,The Sims™ 3
2013,13,LIMBO
2013,1,
2013,2,
2013,1,
2013,1,Cossacks: Back to War
2013,25,Mount & Blade: Warband
2013,3,Mount & Blade: With Fire & Sword
2013,18,Natural Selection 2
2013,86,Borderlands 2
2013,3,
2013,4,Beat Hazard
2013,1,Half-Life: Opposing Force
2013,9,Left 4 Dead
2013,9,Mafia II
2013,16,Spec Ops: The Line
2013,2,Darksiders™
2013,8,
2013,25,Tactical Intervention
2013,241,Left 4 Dead 2
2013,1,Homefront
2013,3,MX vs. ATV Reflex
2013,2,"Warhammer 40,000: Space Marine"
2013,41,Saints Row: The Third
2013,4,
2013,266,Dota 2
2013,8,Amnesia: The Dark Descent
2013,2,Tropico 4
2013,1,Jagged Alliance - Back in Action
2013,1,Duke Nukem Forever
2013,2,Wargame: European Escalation
2013,2,Ricochet
2013,1,STAR WARS™ Republic Commando™
2013,10,"Star Wars: Battlefront 2 (Classic, 2005)"
2013,1,
2013,1,Lucid
2013,1,Fractal: Make Blooms Not War
2013,1,Zen Bound 2
2013,72,Portal 2
2013,1,FlatOut
2013,17,Alien Swarm
2013,1,The Longest Journey
2013,1,Monday Night Combat
2013,3,Sniper Elite V2
2013,1,BIT.TRIP BEAT
2013,2,BIT.TRIP RUNNER
2013,1,Men of War: Assault Squad
2013,1,Nexus - The Jupiter Incident
2013,1,Dustforce DX
2013,1,Painkiller Redemption
2013,10,Dungeon Defenders
2013,1,The Bureau: XCOM Declassified
2013,3,The Darkness II
2013,1,Hitman 2: Silent Assassin
2013,2,Hitman: Blood Money
2013,1,Deus Ex: Game of the Year Edition
2013,8,Half-Life
2013,21,Dino D-Day
2013,1,VVVVVV
2013,1,Recettear: An Item Shop's Tale
2013,1,Closure
2013,1,Universe Sandbox
2013,134,
2013,184,Counter-Strike: Global Offensive
2013,1,Majesty 2 Collection
2013,1,Darkest Hour: A Hearts of Iron Game
2013,1,X-Blades
2013,1,Two Worlds II HD
2013,10,BioShock™
2013,1,X-COM: Interceptor
2013,1,Death Track®: Resurrection
2013,1,NecroVision
2013,2,Call of Duty® 4: Modern Warfare®
2013,1,Counter-Strike: Condition Zero
2013,47,Just Cause 2
2013,1,Strong Bad's Cool Game for Attractive People: Season 1
2013,3,EVE Online
2013,2,RACE 07
2013,1,Civilization IV: Beyond the Sword
2013,1,BioShock® 2
2013,61,BioShock Infinite
2013,52,Sid Meier's Civilization® V
2013,9,Borderlands
2013,17,
2013,1,Iron Front: Digital War Edition
2013,3,E.Y.E: Divine Cybermancy
2013,2,Commander Keen
2013,1,Post Apocalyptic Mayhem
2013,8,RAGE
2013,2,
2013,1,SpaceChem
2013,1,Supreme Commander
2013,1,Dinner Date
2013,1,Supreme Commander: Forged Alliance
2013,1,Jamestown
2013,3,Saints Row 2
2013,1,Gish
2013,1,Capsized
2013,2,
2013,1,Nexuiz
2013,2,Solar 2
2013,1,Section 8®: Prejudice™
2013,2,Magic: The Gathering - Duels of the Planeswalkers 2013
2013,1,Frozen Synapse
2013,2,Hard Reset Extended Edition
2013,1,Naval Warfare
2013,6,Star Trek Online
2013,1,Dungeons and Dragons: Daggerdale
2013,2,
2013,38,Spiral Knights
2014,22,Counter-Strike
2014,14,Call of Duty: World at War
2014,1,TimeShift™
2014,5,Prototype™
2014,39,Call of Duty®: Modern Warfare® 2
2014,3,Postal III
2014,9,Kingdoms of Amalur: Reckoning™
2014,1,Orcs Must Die!
2014,3,A.V.A. Alliance of Valiant Arms™
2014,1,
2014,2,Portal 2 - The Final Hours
2014,13,Super MNC
2014,100,ORION: Prelude
2014,12,Empire: Total War™
2014,1,Lume
2014,1,Critical Mass
2014,1,Ms. Splosion Man
2014,14,Age of Empires® III: Complete Collection
2014,248,Terraria
2014,1,PixelJunk™ Eden
2014,7,Aliens vs. Predator™
2014,28,Bastion
2014,2,Space Pirates and Zombies
2014,1,Cthulhu Saves the World
2014,97,Arma 3
2014,1,
2014,2,Rochard
2014,6,
2014,33,Project Zomboid
2014,9,Alan Wake
2014,8,Crysis 2 - Maximum Edition
2014,10,
2014,19,Neverwinter
2014,6,TrackMania Nations Forever
2014,3,L.A. Noire
2014,1,Sherlock Holmes: The Mystery of the Mummy
2014,1,Sherlock Holmes: The Awakened - Remastered Edition
2014,1,Serious Sam Double D XXL
2014,1,Blocks That Matter
2014,1,Guardians of Middle-earth
2014,3,Gumboy Tournament
2014,3,Space Trader: Merchant Marine
2014,1,Pacific Storm Allies
2014,3,Penguins Arena: Sedna's World
2014,31,Monaco: What's Yours Is Mine
2014,113,The Binding of Isaac
2014,3,Binding of Isaac: Wrath of the Lamb
2014,1,Obulis
2014,1,Larva Mortus
2014,53,APB Reloaded
2014,15,Fallen Earth Free2Play
2014,3,Crash Time 2
2014,1,
2014,2,Overlord™
2014,1,Costume Quest
2014,1,Stacking
2014,2,Prototype 2
2014,1,Hospital Tycoon
2014,6,Dragon Nest
2014,2,Grand Theft Auto III
2014,7,Grand Theft Auto: Vice City
2014,18,Grand Theft Auto: San Andreas
2014,1,Manhunt
2014,2,Max Payne
2014,12,Bully: Scholarship Edition
2014,59,
2014,5,Grand Theft Auto: Episodes from Liberty City
2014,1,Jack Keane
2014,1,FlatOut: Ultimate Carnage
2014,1,9th Company: Roots Of Terror
2014,145,Killing Floor
2014,1,Sprint Cars Road to Knoxville
2014,2,
2014,1,Darkest Hour: Europe '44-'45
2014,3,Operation Flashpoint: Dragon Rising
2014,11,AudioSurf
2014,4,
2014,2,Unreal Tournament 3 Black
2014,1,Unreal Tournament 2004: Editor's Choice Edition
2014,1,
2014,3,Far Cry®
2014,1,Tom Clancy's Splinter Cell®
2014,2,Tom Clancy's Splinter Cell Chaos Theory®
2014,2,Prince of Persia®: The Sands of Time
2014,1,
2014,2,Uplink
2014,2,Assassin's Creed™: Director's Cut Edition
2014,1,Tom Clancy's Rainbow Six® Vegas 2
2014,1,Beyond Good and Evil™
2014,4,DEFCON
2014,1,Silent Hunter®: Wolves of the Pacific
2014,1,Tom Clancy's Ghost Recon®
2014,4,IL-2 Sturmovik: 1946
2014,1,Brothers in Arms: Hell's Highway™
2014,1,
2014,4,"Warhammer 40,000: Dawn of War II"
2014,9,Oddworld: Abe's Oddysee®
2014,1,Oddworld: Abe's Exoddus®
2014,1,Oddworld: Stranger's Wrath HD
2014,1,Plant Tycoon
2014,2,Insecticide Part 1
2014,2,Velvet Assassin
2014,5,
2014,1,Sid Meier's Civilization V: Gods and Kings
2014,2,
2014,21,Tribes: Ascend
2014,7,Crysis
2014,22,SPORE™
2014,37,Mirror's Edge™
2014,2,Dragon Age: Origins
2014,6,Mass Effect
2014,5,Dead Space
2014,1,Command & Conquer: Red Alert 3
2014,13,Zombie Panic! Source
2014,4,Age of Chivalry
2014,12,Synergy
2014,1,D.I.P.R.I.P. Warm Up
2014,1,Eternal Silence
2014,5,"Pirates, Vikings, and Knights II"
2014,1,Dystopia
2014,2,INSURGENCY: Modern Infantry Combat
2014,1,Nuclear Dawn
2014,1,Empires Mod
2014,1,"Precipice of Darkness, Episode Two"
2014,1,DeathSpank
2014,2,
2014,52,Source Filmmaker
2014,1,Defense Grid: The Awakening
2014,2,Zero Gear
2014,1,Earth 2160
2014,1,Two Worlds Epic Edition
2014,1,Eternity's Child
2014,3,
2014,1,Tom Clancy's Rainbow Six® 3 Gold
2014,8,Far Cry® 2: Fortune's Edition
2014,6,Team Fortress Classic
2014,1,Quantum Conundrum
2014,1,Naval War: Arctic Circle
2014,1,Battle Chess: Game of Kings™
2014,4,Worms Revolution
2014,102,Realm of the Mad God
2014,1,Off-Road Drive
2014,32,Batman: Arkham City - Game of the Year Edition
2014,1,
2014,45,XCOM: Enemy Unknown
2014,1,
2014,44,Torchlight II
2014,5,
2014,1,Sonic CD
2014,1,Pox Nora
2014,2,
2014,1,Toki Tori 2+
2014,1,Flatout 3: Chaos & Destruction
2014,2,Really Big Sky
2014,2,
2014,13,Orcs Must Die! 2
2014,22,Wolfenstein: The New Order
2014,2,
2014,21,
2014,1,Impire
2014,29,Sleeping Dogs
2014,1,Sleeping Dogs - High Resolution Texture Pack
2014,2,Galactic Civilizations® II: Ultimate Edition
2014,1,Ridge Racer™ Unbounded
2014,1,
2014,1,
2014,4,Alan Wake's American Nightmare
2014,65,Call of Duty®: Black Ops II
2014,34,Hitman: Absolution™
2014,63,Tomb Raider
2014,2,Titan Attacks!
2014,1,
2014,12,America's Army: Proving Grounds
2014,1,Sonic the Hedgehog 4 - Episode II
2014,1,
2014,3,Binary Domain
2014,21,Crusader Kings II
2014,5,
2014,2,The Dark Eye: Chains of Satinav
2014,7,Fable - The Lost Chapters
2014,2,Superbrothers: Sword & Sworcery EP
2014,3,The Showdown Effect
2014,24,Max Payne 3
2014,4,The Bridge
2014,81,Awesomenauts - the 2D moba
2014,6,Serious Sam 2
2014,85,Castle Crashers®
2014,16,Call of Juarez® Gunslinger
2014,1,Infested Planet
2014,5,Retro City Rampage™ DX
2014,14,Sins of a Solar Empire®: Rebellion
2014,4,Red Faction Guerrilla Steam Edition
2014,2,S.T.A.L.K.E.R.: Clear Sky
2014,49,Dishonored
2014,2,Rocksmith™
2014,2,Red Faction
2014,1,Foreign Legion: Multi Massacre
2014,1,The Testament of Sherlock Holmes
2014,1,"Warhammer® 40,000: Dawn of War® II Chaos Rising"
2014,1,Auditorium
2014,4,Tiny and Big: Grandpa's Leftovers
2014,2,
2014,2,Jet Set Radio
2014,30,Gunpoint
2014,43,Gotham City Impostors Free to Play
2014,97,Saints Row IV
2014,34,To the Moon
2014,2,Dungeons & Dragons Online®
2014,37,AirMech Strike
2014,1,Spiral Knights: Operation Crimson Hammer
2014,1,3SwitcheD
2014,2,Indie Game: The Movie
2014,25,SpeedRunners
2014,3,Legend of Grimrock
2014,3,
2014,19,ArcheBlade™
2014,1,Cubemen
2014,1,Ys Origin
2014,1,English Country Tune
2014,44,The Walking Dead
2014,3,A Virus Named TOM
2014,1,Botanicula
2014,2,Arena Wars 2
2014,1,Symphony
2014,1,PAYDAY™ The Heist: Wolfpack DLC
2014,1,
2014,324,Loadout
2014,4,Endless Space® - Collection
2014,2,Doom 3: BFG Edition
2014,1,
2014,7,Assassin’s Creed® III
2014,2,Omerta - City of Gangsters
2014,2,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™
2014,1,Lunar Flight
2014,3,Game of Thrones
2014,1,Tomb Raider: Tomb of the Lost Adventurer
2014,9,The Witcher: Enhanced Edition Director's Cut
2014,38,Batman™: Arkham Origins
2014,3,Drunken Robot Pornography
2014,46,Guns of Icarus Online
2014,1,Resident Evil: Operation Raccoon City
2014,51,Call of Duty®: Ghosts
2014,23,The Witcher 2: Assassins of Kings Enhanced Edition
2014,2,Hero Academy
2014,2,
2014,2,Analogue: A Hate Story
2014,1,Strike Suit Zero
2014,1,Magrunner: Dark Pulse
2014,25,Call of Duty®: Advanced Warfare - Gold Edition
2014,6,Cortex Command
2014,2,R.A.W. Realms of Ancient War
2014,66,Blacklight: Retribution
2014,1,
2014,3,LEGO Batman
2014,1,Spirits
2014,2,Angry Birds Space
2014,29,Sanctum 2
2014,1,Cloudberry Kingdom™
2014,3,Crusader Kings II: Mediterranean Portraits
2014,3,F.E.A.R.
2014,1,
2014,4,F.E.A.R. 3
2014,1,
2014,1,Viking: Battle for Asgard
2014,1,They Bleed Pixels
2014,1,Primal Fears
2014,11,Deadlight
2014,60,DARK SOULS™: Prepare To Die™ Edition
2014,3,Adventures of Shuggy
2014,9,RaceRoom Racing Experience
2014,3,Thief™ Gold
2014,1,
2014,1,Thief™ II: The Metal Age
2014,145,Starbound
2014,1,Galaxy on Fire 2™ Full HD
2014,2,Kung Fu Strike - The Warrior's Rise
2014,1,Kung Fu Strike: The Warrior's Rise - Master Level
2014,18,Star Conflict
2014,12,Vindictus
2014,15,
2014,4,Mabinogi
2014,1,Continent of the Ninth Seal
2014,9,Sonic & All-Stars Racing Transformed
2014,10,The Lord of the Rings Online™
2014,1,
2014,73,FTL: Faster Than Light
2014,26,Super Crate Box
2014,2,
2014,2,LEGO® Batman 2 DC Super Heroes™
2014,1,
2014,2,Sonic Adventure 2
2014,12,Dwarfs - F2P
2014,58,South Park™: The Stick of Truth™
2014,6,Magic 2014 — Duels of the Planeswalkers
2014,1,Aerofly FS 1 Flight Simulator
2014,8,Minimum
2014,2,
2014,1,I Am Alive
2014,1,
2014,1,Deponia
2014,5,Gear Up
2014,22,Alien: Isolation
2014,3,LEGO The Lord of the Rings
2014,1,Eets Munchies
2014,16,Mark of the Ninja
2014,1,Cherry Tree High Comedy Club
2014,1,Call of Duty: Black Ops - Mac Edition
2014,3,Thirty Flights of Loving
2014,10,Guacamelee! Gold Edition
2014,5,Half Minute Hero: Super Mega Neo Climax Ultimate Boy
2014,6,
2014,1,Painkiller Hell & Damnation
2014,46,Total War™: ROME II - Emperor Edition
2014,1,Intrusion 2
2014,4,WAKFU
2014,1,Ragnarok Online
2014,1,Secret World Legends
2014,8,Primal Carnage
2014,3,Rocketbirds: Hardboiled Chicken
2014,1,The Incredible Adventures of Van Helsing
2014,1,Home
2014,1,Tiny Troopers
2014,14,MapleStory
2014,17,
2014,2,Don Bradman Cricket 14
2014,2,Street Fighter® IV
2014,1,Blood Bowl: Chaos Edition
2014,3,Resident Evil™ 5/ Biohazard 5®
2014,1,Dementium II HD
2014,4,Rise of the Triad
2014,1,Worms Armageddon
2014,2,Anna - Extended Edition
2014,1,Alien Rage - Unlimited
2014,1,Democracy 2
2014,10,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
2014,1,Unity of Command: Stalingrad Campaign
2014,4,Dungeonland
2014,1,
2014,166,PlanetSide 2
2014,3,
2014,6,
2014,1,Defender's Quest: Valley of the Forgotten (DX edition)
2014,1,
2014,14,
2014,465,PAYDAY 2
2014,3,Lucius
2014,22,Scribblenauts Unlimited
2014,4,Pid
2014,3,Mercenary Kings
2014,2,
2014,2,Call of Duty®: Black Ops II - Nuketown Zombies Map
2014,1,Call of Duty®: Black Ops II - Apocalypse
2014,59,Hotline Miami
2014,2,Ultratron
2014,1,
2014,77,Chivalry: Medieval Warfare
2014,8,Proteus
2014,2,
2014,2,Dogs of War Online
2014,101,
2014,11,King Arthur's Gold
2014,2,
2014,23,Antichamber
2014,1,Grim Dawn
2014,88,Half-Life 2
2014,3,World of Goo
2014,5,
2014,6,Trials Evolution: Gold Edition
2014,65,Kerbal Space Program
2014,69,Far Cry 3
2014,5,Farming Simulator 2013 Titanium Edition
2014,5,DmC: Devil May Cry
2014,2,StarDrive
2014,5,RPG Maker VX Ace
2014,1,Chaos on Deponia
2014,14,Thomas Was Alone
2014,2,Zombie Driver HD
2014,8,McPixel
2014,1,Mount & Blade
2014,2,Towns
2014,5,Resident Evil 6 / Biohazard 6
2014,1,
2014,446,DayZ
2014,1,Eufloria HD
2014,1,Penumbra: Black Plague Gold Edition
2014,9,Little Inferno
2014,34,Age of Empires II HD
2014,5,DG2: Defense Grid 2
2014,84,Super Hexagon
2014,4,Rocksmith® 2014 Edition - Remastered
2014,2,Penumbra Overture
2014,1,The Cave
2014,56,The Stanley Parable
2014,1,Puddle
2014,2,Rock of Ages
2014,1,Resident Evil Revelations / Biohazard Revelations
2014,4,Champions of Regnum
2014,1,Retro/Grade
2014,1,
2014,6,Reus
2014,6,Wargame: Airland Battle
2014,91,Insurgency
2014,72,
2014,3,THE KING OF FIGHTERS XIII STEAM EDITION
2014,4,Dead Pixels
2014,12,Fallout 3
2014,5,The Elder Scrolls III: Morrowind® Game of the Year Edition
2014,8,The Elder Scrolls IV: Oblivion® Game of the Year Edition
2014,7,
2014,38,POSTAL 2
2014,1,
2014,3,BRINK
2014,2,
2014,9,
2014,20,Fallout 3: Game of the Year Edition
2014,46,Cry of Fear
2014,2,DCS World
2014,1,DCS: P-51D Mustang
2014,67,Fallout: New Vegas
2014,2,Xenonauts
2014,135,No More Room in Hell
2014,2,
2014,2,
2014,5,Contrast
2014,25,Octodad: Dadliest Catch
2014,2,Gnomoria
2014,65,Ace of Spades: Battle Builder
2014,13,Arma II: DayZ Mod
2014,31,Defiance
2014,16,FEZ
2014,3,Super House of Dead Ninjas
2014,1,Iron Sky: Invasion
2014,23,Brothers - A Tale of Two Sons
2014,8,
2014,1,Shadow Warrior Classic Redux
2014,13,Brutal Legend
2014,1,Full Mojo Rampage
2014,1,Tomb Raider II
2014,1,XCOM: Enemy Within
2014,1,DARK
2014,2,Cities in Motion 2
2014,9,Blade Symphony
2014,1,Borderlands 2: Assassin Supremacy Pack
2014,2,Worms Reloaded
2014,15,
2014,2,Alien Breed 2: Assault
2014,1,Escape Dead Island
2014,2,F1 2014
2014,2,Desktop Dungeons
2014,1,Crusader Kings II: Warriors of Faith Unit Pack
2014,84,
2014,4,LOST PLANET® 3
2014,2,Monster Loves You!
2014,1,
2014,1,Ironclad Tactics
2014,2,
2014,1,Wolfenstein 3D
2014,3,Papo & Yo
2014,5,Sniper Elite: Nazi Zombie Army
2014,3,Kinetic Void
2014,4,Kingdom Wars
2014,1,Waking Mars
2014,3,Sang-Froid - Tales of Werewolves
2014,2,
2014,54,Euro Truck Simulator 2
2014,1,Euro Truck Simulator 2 - Going East!
2014,5,
2014,4,God Mode
2014,1,Scourge: Outbreak
2014,2,"10,000,000"
2014,1,Castle of Illusion
2014,17,
2014,23,
2014,1,Serious Sam Classics: Revolution
2014,4,Castle Story
2014,75,Heroes & Generals
2014,2,Ultimate Doom
2014,2,Action! - Gameplay Recording and Streaming
2014,1,Baldur's Gate: Enhanced Edition
2014,4,Remember Me
2014,19,Next Car Game: Wreckfest
2014,4,Ace Combat Assault Horizon - Enhanced Edition
2014,1,
2014,1,TrackMania² Canyon
2014,4,
2014,1,Skulls of the Shogun
2014,4,Dream
2014,1,ShootMania Storm
2014,10,DLC Quest
2014,1,The Age of Decadence
2014,1,Borderlands 2 - Psycho Pack
2014,2,War for the Overworld
2014,12,Divinity: Original Sin (Classic)
2014,244,Warframe
2014,2,Daylight
2014,1,Starseed Pilgrim
2014,1,QUAKE
2014,2,Beatbuddy: Tale of the Guardians
2014,5,Ragnarok Online 2
2014,1,Cities XL Platinum
2014,7,The Swapper
2014,3,MirrorMoon EP
2014,1,Deadfall Adventures
2014,34,Company of Heroes 2
2014,5,
2014,4,Knights of Pen and Paper +1 Edition
2014,2,Euro Truck Simulator
2014,1,Eador. Masters of the Broken World
2014,22,Gone Home
2014,1,SolForge
2014,2,Mars: War Logs
2014,2,POSTAL
2014,13,Broken Age
2014,13,
2014,3,Stronghold Crusader 2
2014,2,TrackMania² Stadium
2014,1,Bridge Project
2014,1,Thunder Wolves
2014,1,The Last Remnant™
2014,9,Shadow Warrior
2014,7,LUFTRAUSERS
2014,1,Final Exam
2014,43,
2014,16,Far Cry 3 - Blood Dragon
2014,4,Murdered: Soul Suspect
2014,1,Sudeki
2014,40,Prison Architect
2014,8,Evoland
2014,1,Another World – 20th Anniversary Edition
2014,2,
2014,7,
2014,1,Sword of the Stars: The Pit
2014,48,Surgeon Simulator
2014,2,Organ Trail: Director's Cut
2014,1,Worms Clan Wars
2014,4,
2014,2,UnEpic
2014,1,
2014,2,Strike Suit Infinity
2014,14,Receiver
2014,9,
2014,4,Marvel Puzzle Quest
2014,5,Teleglitch: Die More Edition
2014,5,Rush Bros.
2014,2,Grand Ages: Rome
2014,6,
2014,3,Shadowrun Returns
2014,23,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
2014,12,Poker Night 2
2014,1,Call of Duty®: Black Ops II - Kawaii Personalization Pack
2014,1,Tropico 3
2014,2,Super Sanctum TD
2014,2,Earth Defense Force: Insect Armageddon
2014,2,
2014,4,King’s Bounty: Legions
2014,20,METAL GEAR RISING: REVENGEANCE
2014,1,Sid Meier's Civilization V: Brave New World
2014,13,Tom Clancy’s Splinter Cell Blacklist
2014,1,MINERVA
2014,7,Audiosurf 2
2014,24,Dust: An Elysian Tail
2014,4,Dungeon Defenders II
2014,4,Starpoint Gemini 2
2014,12,Interstellar Marines
2014,115,War Thunder
2014,61,DARK SOULS™ II
2014,13,PAC-MAN™ Championship Edition DX+
2014,19,
2014,1,Anomaly 2
2014,2,Agricultural Simulator 2013 - Steam Edition
2014,24,Europa Universalis IV
2014,11,Mortal Kombat Komplete Edition
2014,12,Elsword
2014,1,PlayClaw 5 - Game Recording and Streaming
2014,1,R.I.P.D.: The Game
2014,2,DuckTales: Remastered
2014,5,Angry Video Game Nerd Adventures
2014,2,Dreamfall Chapters
2014,5,Planet Explorers
2014,3,Agarest: Generations of War
2014,21,Transistor
2014,5,The Banner Saga
2014,18,Deus Ex: Human Revolution - Director's Cut
2014,2,
2014,9,Sniper Elite 3
2014,3,
2014,3,System Shock 2
2014,8,Edge of Space
2014,7,Legend of Dungeon
2014,46,Outlast
2014,36,Contagion
2014,91,BattleBlock Theater®
2014,3,
2014,3,Might & Magic X - Legacy
2014,1,Skyward Collapse
2014,58,
2014,40,"Papers, Please"
2014,9,Hammerwatch
2014,1,FINAL FANTASY III
2014,20,Thief
2014,6,Amnesia: A Machine for Pigs
2014,50,
2014,1,Castlevania: Lords of Shadow 2
2014,9,Spelunky
2014,9,
2014,15,Soldier Front 2
2014,2,PAC-MAN™ and the Ghostly Adventures
2014,4,Bleed
2014,42,Game Dev Tycoon
2014,3,Dead State: Reanimated
2014,106,Counter-Strike: Source
2014,13,The Ship: Murder Party
2014,10,Train Simulator
2014,5,
2014,3,Wasteland 2: Director's Cut
2014,1,Contraption Maker
2014,2,Sherlock Holmes: Crimes and Punishments
2014,1,Ittle Dew
2014,1,CastleStorm
2014,55,State of Decay
2014,8,The Crew™
2014,21,Rogue Legacy
2014,11,
2014,2,Guncraft
2014,63,Middle-earth™: Shadow of Mordor™
2014,2,The Ship: Single Player
2014,33,DC Universe™ Online
2014,18,Assassin’s Creed® IV Black Flag™
2014,79,PAYDAY™ The Heist
2014,1,Space Hulk
2014,1,Saints Row IV: Inauguration Station
2014,2,Styx: Master of Shadows
2014,6,Nuclear Throne
2014,8,Injustice: Gods Among Us Ultimate Edition
2014,45,GunZ 2: The Second Duel
2014,126,The Forest
2014,7,Day One : Garry's Incident
2014,5,140
2014,25,Verdun
2014,12,"Sir, You Are Being Hunted"
2014,39,Banished
2014,1,
